country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Spain,ESP,2021-01-05,139339,139339,,56505,56505,0.3,0.3,,1209,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-06,,,,,45248,,,,968,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-07,207323,207323,,,41496,0.44,0.44,,888,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-08,277976,277976,,70653,48786,0.59,0.59,,1043,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-09,,,,,47569,,,,1017,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-10,,,,,46759,,,,1000,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-11,406091,406091,,,46180,0.87,0.87,,988,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-12,488122,488122,,82031,49826,1.04,1.04,,1066,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-13,581638,581638,,93516,58330,1.24,1.24,,1248,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-14,676186,676186,,94548,66980,1.45,1.45,,1433,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-15,768950,768950,,92764,70139,1.64,1.64,,1500,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-16,,,,,70181,,,,1501,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-17,,,,,70223,,,,1502,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-18,897942,895627,2315,,70264,1.92,1.92,0,1503,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-19,966097,956756,9341,68155,68282,2.07,2.05,0.02,1460,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-20,1025937,1010295,15642,59840,63471,2.19,2.16,0.03,1358,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-21,1103301,1054245,49056,77364,61016,2.36,2.25,0.1,1305,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-22,1165825,1097369,68456,62524,56696,2.49,2.35,0.15,1213,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-23,,,,,53971,,,,1154,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-24,,,,,51247,,,,1096,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-25,1237593,1148895,88698,,48522,2.65,2.46,0.19,1038,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-26,1291216,1167519,123697,53623,46446,2.76,2.5,0.26,993,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Spain,ESP,2021-01-27,1356461,1183395,173066,65245,47218,2.9,2.53,0.37,1010,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods
Sweden,SWE,2020-12-27,451,451,,,,0,0,,,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2020-12-28,,,,,688,,,,68,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2020-12-29,,,,,688,,,,68,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2020-12-30,,,,,688,,,,68,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2020-12-31,,,,,688,,,,68,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-01,,,,,688,,,,68,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-02,,,,,688,,,,68,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-03,5266,5266,,,688,0.05,0.05,,68,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-04,,,,,1155,,,,114,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-05,,,,,1621,,,,161,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-06,,,,,2088,,,,207,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-07,,,,,2555,,,,253,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-08,,,,,3022,,,,299,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-09,,,,,3489,,,,345,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-10,32953,32917,36,,3955,0.33,0.33,0,392,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-11,,,,,4705,,,,466,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-12,,,,,5454,,,,540,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-13,,,,,6203,,,,614,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-14,,,,,6953,,,,688,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-15,,,,,7702,,,,763,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-16,,,,,8451,,,,837,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-17,97358,97181,177,,9201,0.96,0.96,0,911,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-18,,,,,9779,,,,968,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-19,,,,,10357,,,,1026,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-20,,,,,10935,,,,1083,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-21,,,,,11514,,,,1140,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-22,,,,,12092,,,,1197,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-23,,,,,12670,,,,1255,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-24,190096,181659,8437,,13248,1.88,1.8,0.08,1312,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Switzerland,CHE,2020-12-23,0,,,,,0,,,,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-24,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-25,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-26,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-27,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-28,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-29,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-30,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-31,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-01,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-02,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-03,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-04,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-05,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-06,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-07,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-08,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-09,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-10,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-11,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-12,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-13,,,,,3000,,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-14,66000,,,,3000,0.76,,,347,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-15,,,,,3829,,,,442,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-16,,,,,4657,,,,538,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-17,,,,,5486,,,,634,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-18,,,,,6314,,,,730,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-19,110000,,,,7143,1.27,,,825,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-20,,,,,10984,,,,1269,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-21,169783,,,,14826,1.96,,,1713,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-22,,,,,14883,,,,1720,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-23,,,,,14939,,,,1726,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-24,197368,,,,14995,2.28,,,1733,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Turkey,TUR,2021-01-13,0,,,,,0,,,,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-14,279452,,,279452,279452,0.33,,,3313,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-15,616652,,,337200,308326,0.73,,,3656,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-16,676903,,,60251,225634,0.8,,,2675,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-17,706451,,,29548,176613,0.84,,,2094,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-18,832412,,,125961,166482,0.99,,,1974,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-19,950635,,,118223,158439,1.13,,,1879,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-20,1052493,,,101858,150356,1.25,,,1783,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-21,1120258,,,67765,120115,1.33,,,1424,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-22,1202212,,,81954,83651,1.43,,,992,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-23,1226883,,,24671,78569,1.45,,,932,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-24,1244653,,,17770,76886,1.48,,,912,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-25,1302753,,,58100,67192,1.54,,,797,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-26,1410273,,,107520,65663,1.67,,,779,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-27,1522580,,,112307,67155,1.81,,,796,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-28,1697575,,,174995,82474,2.01,,,978,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
United Arab Emirates,ARE,2021-01-05,826301,,,,,8.35,,,,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-06,,,,,30698,,,,3104,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-07,887697,,,,30698,8.98,,,3104,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
